"96","905288","4096607"
"980","5182881","4096608"
"1467","12397630","4096609"
"2088","21231268","4096610"
"913","4643337","4096611"
"1459","12301474","4096612"
"30","233540","4096613"
"11173","219383772","4096614"
"3736","76597880","4096615"
"1943","20722718","4096616"
"1425","21753569","4096617"
"363","3514072","4096618"
"4230","61552551","4096619"
"8383","178874930","4096620"
"19","103092","4096621"
"196","2117225","4096622"
"98","709444","4096623"
"170","3311886","4096624"
"155","1951406","4096625"
"4671","103820247","4096626"
"12","77831","4096627"
"445","6853669","4096628"
"105","798181","4096629"
"128","1698481","4096630"
"166","2579081","4096631"
"7","192713","4096632"
"97","1271536","4096633"
"25","425084","4096634"
"336","4517174","4096635"
"741","19578864","4096636"
"355","4926296","4096637"
"450","6867262","4096638"
"194","3522967","4096639"
"991","22253612","4096640"
"491","6468580","4096641"
"4904","106420885","4096642"
"88","852304","4096643"
"47","344453","4096644"
"213","2268232","4096645"
"349","4895356","4096646"
"208","2195056","4096647"
"4904","106420885","4096648"
"943","21648581","4096649"
"183","3434027","4096650"
"446","6854246","4096651"
"23","242244","4096652"
"491","6468580","4096653"
"22490","309154085","4096654"
"1630","15252623","4096655"
"60","821678","4096656"
"910","4619639","4096657"
"320","2839285","4096658"
"1209","9601412","4096659"
"705","8397096","4096660"
"1676","16547470","4096661"
"1386","23240800","4096662"
"5110","98331512","4096663"
"978","14898746","4096664"
"24","204243","4096665"
"20","432543","4096666"
"296","4178074","4096667"
"98","1234527","4096668"
"134","1952973","4096669"
"18","368008","4096670"
"84","554812","4096671"
"17","88317","4096672"
"2353","31843171","4096673"
"6","49166","4096674"
"59","520145","4096675"
"2086","50476924","4096676"
"1775","16704588","4096677"
"994","15097662","4096678"
"1770","17369776","4096679"
"4257","60163663","4096680"
"3739","55083971","4096681"
"6269","112962887","4096682"
"933","4838428","4096683"
"1254","10129398","4096684"
"1739","16335912","4096685"
"910","4619639","4096686"
"1251","10106418","4096687"
"6","49166","4096688"
"6269","112962887","4096689"
"2793","54949299","4096690"
"1760","17288691","4096691"
"979","14899323","4096692"
"340","3271828","4096693"
"3739","55083971","4096694"
"7505","34681684","4096695"
"35","84466","4096696"
"47","285293","4096697"
"21","37003","4096698"
"44","86970","4096699"
"329","1806698","4096700"
"13","23992","4096701"
"5","15618","4096702"
"121","403133","4096703"
"27","156545","4096704"
"34","65439","4096705"
"211","661641","4096706"
"49","63804","4096707"
"19","20668","4096708"
"19","70251","4096709"
"9","9712","4096710"
"66","279442","4096711"
"954","4197642","4096712"
"23","54653","4096713"
"30","71447","4096714"
"82","270674","4096715"
"19","17803","4096716"
"22","46561","4096717"
"2512","14208352","4096718"
"5061","64439655","4096719"
"134","487651","4096720"
"188","454905","4096721"
"93","386431","4096722"
"118","476189","4096723"
"30","73322","4096724"
"15","42933","4096725"
"8","11597","4096726"
