"32","149793","3496607"
"19","127251","3496608"
"6","15400","3496609"
"7647","51889196","3496610"
"79","741327","3496611"
"85","481282","3496612"
"88","501899","3496613"
"95","585133","3496614"
"436","3074406","3496615"
"131","718315","3496616"
"32","160727","3496617"
"205","1533192","3496618"
"632","5738444","3496619"
"101","617421","3496620"
"85","506420","3496621"
"126","969089","3496622"
"278","1590649","3496623"
"112","623735","3496624"
"389","2538318","3496625"
"31","302693","3496626"
"32","149627","3496627"
"224","1269671","3496628"
"14","66260","3496629"
"140","832431","3496630"
"388","2609974","3496631"
"97","499407","3496632"
"59","384223","3496633"
"81","521057","3496634"
"28","247656","3496635"
"158","935434","3496636"
"80","392100","3496637"
"260","1420310","3496638"
"241","1496409","3496639"
"68","379152","3496640"
"3","13645","3496641"
"40","227377","3496642"
"200","1604405","3496643"
"139","907659","3496644"
"37","168440","3496645"
"54","323152","3496646"
"246","1407750","3496647"
"108","644334","3496648"
"70","541935","3496649"
"278","1789732","3496650"
"44","176394","3496651"
"120","801601","3496652"
"181","1293657","3496653"
"393","3291309","3496654"
"45","425490","3496655"
"569","3678929","3496656"
"19","99302","3496657"
"1288","10732501","3496658"
"897","5625189","3496659"
"2076","14178690","3496660"
"699","5276461","3496661"
"117","966597","3496662"
"270","1458601","3496663"
"57","361579","3496664"
"939","5714508","3496665"
"543","3157535","3496666"
"747","4310813","3496667"
"457","3426631","3496668"
"132","678293","3496669"
"436","2526083","3496670"
"205","1433173","3496671"
"120","801601","3496672"
"57","361579","3496673"
"113","804642","3496674"
"1106","7907622","3496675"
"360","1933362","3496676"
"112","541727","3496677"
"224","1269671","3496678"
"126","969089","3496679"
"117","966597","3496680"
"5551","34416291","3496681"
"77","718071","3496682"
"73","421762","3496683"
"88","501899","3496684"
"92","578422","3496685"
"423","3014087","3496686"
"131","718315","3496687"
"32","160727","3496688"
"157","999758","3496689"
"94","602028","3496690"
"101","617421","3496691"
"70","397153","3496692"
"35","222667","3496693"
"12","47729","3496694"
"100","545014","3496695"
"383","2493376","3496696"
"6","29468","3496697"
"28","117261","3496698"
"224","1269671","3496699"
"138","813921","3496700"
"388","2602270","3496701"
"93","479647","3496702"
"57","367558","3496703"
"81","521057","3496704"
"8","46357","3496705"
"158","935434","3496706"
"71","353946","3496707"
"237","1330271","3496708"
"229","1449045","3496709"
"52","274332","3496710"
"32","186358","3496711"
"97","536236","3496712"
"116","690830","3496713"
"37","168440","3496714"
"54","323152","3496715"
"245","1404961","3496716"
"108","644334","3496717"
"43","176394","3496718"
"94","623789","3496719"
"178","1288355","3496720"
"74","500842","3496721"
"569","3678929","3496722"
"19","99302","3496723"
"577","3898031","3496724"
"856","5451501","3496725"
"1737","11271548","3496726"
"96","565251","3496727"
"249","1347062","3496728"
"18","79600","3496729"
