"385","8466983","3696607"
"312","3682526","3696608"
"177","3519484","3696609"
"202","2028751","3696610"
"12455","203426133","3696611"
"4199","70535632","3696612"
"635","7108063","3696613"
"301","7688225","3696614"
"593","6168866","3696615"
"6406","203057459","3696616"
"1410","19152133","3696617"
"5305","76454396","3696618"
"8023","112584802","3696619"
"20027","491529188","3696620"
"16865","266771091","3696621"
"1971","16299583","3696622"
"3681","57490941","3696623"
"327","2939340","3696624"
"13124","197448407","3696625"
"4184","49077684","3696626"
"1271","17971662","3696627"
"9723","156966606","3696628"
"3647","45297015","3696629"
"661","9271011","3696630"
"635","7108063","3696631"
"301","7688225","3696632"
"3681","57490941","3696633"
"6982","214935406","3696634"
"7884","111711177","3696635"
"5146","75071474","3696636"
"1426","10928280","3696637"
"16865","266771091","3696638"
"15850","399447697","3696639"
"197","2388750","3696640"
"80","1256034","3696641"
"15","51765","3696642"
"181","2123158","3696643"
"136","2301914","3696644"
"749","17650054","3696645"
"18","80434","3696646"
"197","2388750","3696647"
"136","2301914","3696648"
"197","2388750","3696649"
"181","2123158","3696650"
"18","80434","3696651"
"749","17650054","3696652"
"8320","109839708","3696653"
"530","6059148","3696654"
"2302","32985841","3696655"
"988","17289502","3696656"
"445","3561083","3696657"
"2054","29928468","3696658"
"30","466755","3696659"
"57","771449","3696660"
"446","3567453","3696661"
"2712","37853166","3696662"
"89","877835","3696663"
"3042","47217970","3696664"
"358","2895834","3696665"
"880","8487048","3696666"
"148","1228221","3696667"
"546","6188818","3696668"
"32","545143","3696669"
"539","6101300","3696670"
"880","8487048","3696671"
"34","472985","3696672"
"2712","37853166","3696673"
"446","3567453","3696674"
"3042","47217970","3696675"
"822","14867197","3696676"
"26","230839","3696677"
"171","1644910","3696678"
"175","4546053","3696679"
"56","227532","3696680"
"174","1659475","3696681"
"99","5877341","3696682"
"231","4773585","3696683"
"82","611931","3696684"
"82","611931","3696685"
"48","640919","3696686"
"174","1659475","3696687"
"231","4773585","3696688"
"24802","339525776","3696689"
"2060","21850503","3696690"
"418","3084497","3696691"
"112","954064","3696692"
"112","605894","3696693"
"639","9096277","3696694"
"1106","15822771","3696695"
"267","3378796","3696696"
"229","2207477","3696697"
"808","9268960","3696698"
"2338","27955418","3696699"
"19","265873","3696700"
"627","5691304","3696701"
"53","1121701","3696702"
"3602","48276911","3696703"
"1005","10238897","3696704"
"195","2178246","3696705"
"217","1835529","3696706"
"451","7625058","3696707"
"978","9036883","3696708"
"2048","19226437","3696709"
"7312","138655655","3696710"
"5940","76232329","3696711"
"464","5215635","3696712"
"96","624841","3696713"
"5856","66316816","3696714"
"1817","20940291","3696715"
"3065","32089400","3696716"
"1287","17249900","3696717"
"639","9096277","3696718"
"195","2178246","3696719"
"217","1835529","3696720"
"464","5215635","3696721"
"15707","173022870","3696722"
"599","9612304","3696723"
"1909","18352812","3696724"
"856","7898781","3696725"
"5940","76232329","3696726"
"23786","402260677","3696727"
"31","358144","3696728"
"76","945297","3696729"
"1311","15152857","3696730"
"1807","29523186","3696731"
"715","10977110","3696732"
"189","9270413","3696733"
"198","3109226","3696734"
"3205","54926323","3696735"
"122","1961760","3696736"
"1042","13282430","3696737"
"211","3380264","3696738"
"315","6990209","3696739"
"145","1933386","3696740"
"81","1340044","3696741"
"5025","88588199","3696742"
"221","2576001","3696743"
"1457","40083025","3696744"
"970","13703231","3696745"
"3368","56623498","3696746"
"2293","35687166","3696747"
"2061","52469722","3696748"
"5740","99565309","3696749"
"1299","23141979","3696750"
"118","1343891","3696751"
"5034","89957985","3696752"
"1509","18264843","3696753"
"908","13074487","3696754"
"4730","86595861","3696755"
"1509","18262083","3696756"
"221","2576001","3696757"
"1299","23141979","3696758"
"1862","49569599","3696759"
"2293","35687166","3696760"
"3331","56378678","3696761"
"162","2252818","3696762"
"5740","99565309","3696763"
"1427","25839145","3696764"
"170","1341155","3696765"
"47","508504","3696766"
"114","1320841","3696767"
"704","17982167","3696768"
"61","588053","3696769"
"47","508504","3696770"
"175","1908894","3696771"
"938","19953914","3696772"
"938","19953914","3696773"
"47","508504","3696774"
"175","1908894","3696775"
"15438","171820032","3696776"
"295","5543150","3696777"
"1112","6851455","3696778"
"39","349194","3696779"
"2019","30814217","3696780"
"199","1612454","3696781"
"378","3493028","3696782"
"679","7531794","3696783"
"511","5592277","3696784"
"137","1381810","3696785"
"100","934940","3696786"
"245","1755646","3696787"
"1315","15008951","3696788"
"69","790751","3696789"
"583","5348977","3696790"
"1730","26795468","3696791"
"421","4469786","3696792"
"1628","18016132","3696793"
"214","2065157","3696794"
"509","5769937","3696795"
"595","5209094","3696796"
"1586","16886757","3696797"
"1415","14030603","3696798"
"1778","18192197","3696799"
"2139","23608409","3696800"
"358","2543302","3696801"
"2540","37213456","3696802"
"721","4720672","3696803"
"1717","13004299","3696804"
"2569","36215058","3696805"
"117","959502","3696806"
"1112","6851455","3696807"
"2119","31749157","3696808"
"214","2065157","3696809"
"2540","37213456","3696810"
"1513","15588700","3696811"
"1380","13770612","3696812"
"1559","16728022","3696813"
"354","2526509","3696814"
"199","1612454","3696815"
"50","523520","3696816"
"2139","23608409","3696817"
"3808","38401431","3696818"
"163","1663992","3696819"
"281","2206894","3696820"
"19","159789","3696821"
"271","3011063","3696822"
"131","1288744","3696823"
"234","1804440","3696824"
"632","6906534","3696825"
"126","1246740","3696826"
"227","2193906","3696827"
"190","2165525","3696828"
