"latitude","longitude","ID"
"2.2966086","48.8748753","652"
"2.2940558","48.8724227","653"
"2.2931224","48.8729665","654"
"2.2927717","48.8735839","655"
"2.3012108","48.8763501","656"
"2.3017001","48.8765534","657"
"2.3046554","48.8748026","658"
"2.2956355","48.8701213","659"
"2.295057","48.8722731","660"
"2.2945482","48.8766417","661"
"2.2942209","48.8786461","662"
"2.2977772","48.8778487","663"
"2.2927488","48.8789885","664"
"2.2989497","48.8782531","665"
"2.3501002","48.8518175","666"
"2.3618297","48.84721","667"
"2.2729873","48.8766819","668"
"2.2819901","48.877021","669"
"2.2830898","48.8784327","670"
"2.3812652","48.8777126","671"
"2.3594609","48.8647186","672"
"2.340268","48.8468553","673"
"2.4111223","48.8490585","674"
"2.4027688","48.8488784","675"
"2.3437906","48.89261","676"
"2.3419492","48.892853","677"
"2.3402145","48.893093","678"
"2.3363575","48.8936311","679"
"2.3397728","48.8896689","680"
"2.3349628","48.891664","681"
"2.3343112","48.8905574","682"
"2.3314221","48.8909513","683"
"2.3305179","48.8924526","684"
"2.3326147","48.8941786","685"
"2.3330408","48.8902567","686"
"2.3325012","48.8895249","687"
"2.3404921","48.8896993","688"
"2.3442801","48.8974771","689"
"2.3298324","48.8942128","690"
"2.3309166","48.8955854","691"
"2.3529252","48.8951114","692"
"2.3510189","48.8935967","693"
"2.3529201","48.8949799","694"
"2.352855","48.8941754","695"
"2.3325302","48.8278165","696"
"2.3339636","48.8297868","697"
"2.3278707","48.8287875","698"
"2.3312008","48.828343","699"
"2.3305054","48.8279008","700"
"2.328994","48.8300656","701"
"2.3337937","48.8302394","702"
"2.3348347","48.8274727","703"
"2.3283215","48.8244878","704"
"2.3309021","48.823643","705"
"2.3309863","48.8239607","706"
"2.326631","48.8230075","707"
"2.3277034","48.8287805","708"
"2.3294427","48.8307875","709"
"2.3298011","48.8311999","710"
"2.3284044","48.8295906","711"
"2.3252445","48.831884","712"
"2.3358949","48.8531684","713"
"2.3319308","48.8524605","714"
"2.3329009","48.8512897","715"
"2.3333436","48.8534714","716"
"2.3299153","48.8502713","717"
"2.3327209","48.8502604","718"
"2.3297737","48.8501089","719"
"2.3325752","48.8486644","720"
"2.3316521","48.8484227","721"
"2.3287367","48.8489755","722"
"2.3283139","48.8467483","723"
"2.3288437","48.8468947","724"
"2.3302426","48.847087","725"
"2.3281221","48.8466856","726"
"2.3286455","48.8455879","727"
"2.3324653","48.8470334","728"
"2.3323268","48.8449619","729"
"2.3287967","48.8450593","730"
"2.3324256","48.8448608","731"
"2.3289826","48.8444266","732"
"2.3293512","48.8431186","733"
"2.3346091","48.8425816","734"
"2.3348517","48.8423335","735"
"2.334097","48.8506354","736"
"2.3327786","48.8505082","737"
"2.3359835","48.8492675","738"
"2.3378361","48.8492777","739"
"2.3399882","48.8499448","740"
"2.3420305","48.8516792","741"
"2.0962281","48.8414238","742"
"2.091698","48.8428373","743"
"2.0956575","48.8421377","744"
"2.0973727","48.8409168","745"
"2.3387535","48.8524745","746"
"2.3387161","48.8522875","747"
"2.342906","48.8486684","748"
"2.3406174","48.846929","749"
"2.3402538","48.8462773","750"
"2.3419553","48.8470967","751"
"2.3406028","48.8453035","752"
"2.3392472","48.8438888","753"
"2.3386314","48.843369","754"
"2.3381576","48.8425051","755"
"2.3377466","48.8417562","756"
"2.3367673","48.8407856","757"
"2.3389643","48.8414154","758"
"2.3369914","48.840346","759"
"2.3365935","48.8401372","760"
"2.336723","48.8404127","761"
"2.3375837","48.8394604","762"
"2.3398115","48.8411793","763"
"2.3905772","48.8504738","764"
"2.3911473","48.8406376","765"
"2.3881563","48.8403023","766"
"2.3900103","48.8394043","767"
"2.3875484","48.8442131","768"
"2.3844442","48.8504684","769"
"2.3474626","48.8489004","770"
"2.3485158","48.8486128","771"
"2.3481297","48.8502017","772"
"2.349835","48.8489335","773"
"2.37851","48.850707","774"
"2.3472401","48.8465061","775"
"2.3466256","48.844793","776"
"2.345573","48.8450522","777"
"2.3445477","48.8454852","778"
"2.3490961","48.8461621","779"
"2.34297","48.8461056","780"
"2.341576","48.8433731","781"
"2.3451951","48.840616","782"
"2.3429147","48.8425748","783"
"2.3413028","48.8421207","784"
"2.3460124","48.840298","785"
"2.3492333","48.8390291","786"
"2.3498001","48.8388034","787"
"2.3420891","48.8383919","788"
"2.3472299","48.8398098","789"
"2.346717","48.8383451","790"
"2.3492237","48.8414462","791"
"2.3510602","48.8405358","792"
"2.3482571","48.8416611","793"
"2.350176","48.8386499","794"
"2.3508127","48.8388493","795"
"2.3478508","48.8418084","796"
"2.3523169","48.8437934","797"
"2.351977","48.8445467","798"
"2.3545259","48.8461163","799"
"2.3545947","48.8456478","800"
"2.3544218","48.8494499","801"
"2.3494476","48.8498789","802"
"2.3503668","48.8496447","803"
"2.3517629","48.8495668","804"
"2.3764201","48.8421014","805"
"2.3134259","48.8979066","806"
"2.3105425","48.8964769","807"
"2.3015426","48.8918485","808"
"2.3073475","48.895412","809"
"2.2837911","48.883143","810"
"2.2828525","48.8821198","811"
"2.2830431","48.8819169","812"
"2.2819457","48.8797753","813"
"2.271389","48.8695269","814"
"2.2639384","48.8608612","815"
"2.2631384","48.8600535","816"
"2.2626992","48.8592722","817"
"2.262388","48.8592654","818"
